2026-09-19 17:33:46;xkom;Gigabyte MO27U2;Gigabyte;"Monitory LED 21"" i mniejsze";"Monitory LED 24"" (23,5""-26,4"")";x-kom.pl/p/1341894-monitor-led-27-265-284-gigabyte-mo27u2.html;2599.0;2799.0;2799.0;-
2026-09-19 17:33:49;xkom;ViewSonic VP2788-5K;ViewSonic;"Monitory LED 21"" i mniejsze";"Monitory LED 24"" (23,5""-26,4"")";x-kom.pl/p/1332438-monitor-led-27-265-284-viewsonic-vp2788-5k.html;3999.0;4599.0;4599.0;-
2026-09-19 17:33:58;xkom;Minisforum X1 Pro Ryzen AI 9 HX370/64GB/2TB/Win11PX;Minisforum;Serwery;All-in-One;x-kom.pl/p/1548021-nettop-mini-pc-minisforum-x1-pro-ryzen-ai-9-hx370-64gb-2tb-win11px.html;7849.0;8249.0;8249.0;-
2026-09-19 17:34:00;xkom;i-tec USB-C DP Dual HDMI Dock Power Delivery 100W + Charger 100W;i-tec;Napędy CD/DVD do laptopów;Moduły Bluetooth do laptopów;x-kom.pl/p/1349208-stacja-dokujaca-do-laptopa-i-tec-usb-c-dp-dual-hdmi-dock-power-delivery-100w-charger-100w.html;599.0;699.0;699.0;-
2026-09-19 17:34:06;xkom;Diablo Chairs X-One 2.0 Normal Size Night Blue Tkanina;Diablo Chairs;Pufy gamingowe;Akcesoria do biurek;x-kom.pl/p/1271449-fotel-gamingowy-diablo-chairs-x-one-20-normal-size-night-blue-tkanina.html;899.0;949.0;949.0;-
2026-09-19 17:34:08;xkom;Magiclab Magicdog Edu;Magiclab;Akcesoria do robotów AI;Roboty humanoidalne AI;x-kom.pl/p/1470907-robot-czworonozny-ai-magiclab-magicdog-edu.html;34000.0;35000.0;35000.0;-
2026-09-19 17:34:11;xkom;"NEXT ONE Etui Rollercase iPad Pro M4 13"" blue";NEXT ONE;Ładowarki do tabletów;Powerbanki;x-kom.pl/p/1318705-etui-na-tablet-next-one-etui-rollercase-ipad-pro-m4-13-blue.html;109.0;159.99;159.99;-
2026-09-19 17:34:13;xkom;Sennheiser TeamConnect Bar S;Sennheiser;Licencje i gwarancje;Kamery IP;x-kom.pl/p/1354417-kamera-do-wideokonferencji-sennheiser-teamconnect-bar-s.html;2990.0;3039.0;3039.0;-
2026-09-19 17:34:15;xkom;EJEAS Interkom motocyklowy Q8;EJEAS;Wideorejestratory motocyklowe;Nawigacje motocyklowe;x-kom.pl/p/1261047-interkom-motocyklowy-ejeas-interkom-motocyklowy-q8.html;279.0;329.0;329.0;-
2026-09-19 17:34:18;xkom;Minisforum X1 Pro Ryzen AI 9 HX370/32GB/2TB/Win11PX;Minisforum;Serwery;All-in-One;x-kom.pl/p/1548019-nettop-mini-pc-minisforum-x1-pro-ryzen-ai-9-hx370-32gb-2tb-win11px.html;6849.0;7249.0;7249.0;-
2026-09-19 17:35:06;xkom;Dell Pro P2226H;Dell;"Monitory LED 24"" (23,5""-26,4"")";"Monitory LED 27"" (26,5""-28,4"")";x-kom.pl/p/1517077-monitor-led-21-i-mniejszy-dell-pro-p2226h.html;529.0;579.0;579.0;-
2026-09-19 17:35:21;xkom;Minisforum X1 Pro Ryzen AI 9 HX370/32GB/512;Minisforum;Serwery;All-in-One;x-kom.pl/p/1547952-nettop-mini-pc-minisforum-x1-pro-ryzen-ai-9-hx370-32gb-512.html;5199.0;5599.0;5599.0;-
2026-09-19 17:35:25;xkom;Merch SEGA: Super Sonic Cable Guys Holdem, Earbud Holder;Merch;Klocki LEGO®;Pozostałe gadżety dla graczy;x-kom.pl/p/1291522-odziez-dla-graczy-merch-sega-super-sonic-cable-guys-holdem-earbud-holder.html;79.0;99.0;99.0;-
2026-09-19 17:35:45;xkom;HyperX OMEN 15 Ryzen 7-8745HX/32GB/512+1TB RTX5060 180Hz;HyperX;Laptopy biznesowe;Laptopy 2 w 1;x-kom.pl/p/1520108-laptop-15-16-hyperx-omen-15-ryzen-7-8745hx-32gb-5121tb-rtx5060-180hz.html;6499.0;8399.0;8399.0;-
2026-09-19 17:35:52;xkom;Apple iPhone 17 Pro 1TB Srebrny;Apple;Pamięci flash;Akcesoria do tabletów;x-kom.pl/p/1362364-smartfon-telefon-apple-iphone-17-pro-1tb-srebrny.html;7349.0;7499.0;7499.0;-
2026-09-19 17:35:56;xkom;Funko POP Movies: HP POA - Malfoy w/Broken Arm;Funko POP;Klocki LEGO®;Pozostałe gadżety dla graczy;x-kom.pl/p/1260933-figurka-z-gier-funko-pop-movies-hp-poa-malfoy-w-broken-arm.html;69.0;89.0;89.0;-
2026-09-19 17:36:09;xkom;HyperX OMEN 15 Ryzen 7-8745HX/56GB/512+512/Win11X RTX5060 180Hz;HyperX;Laptopy biznesowe;Laptopy 2 w 1;x-kom.pl/p/1520128-laptop-15-16-hyperx-omen-15-ryzen-7-8745hx-56gb-512512-win11x-rtx5060-180hz.html;7299.0;9199.0;9199.0;-
2026-09-19 17:36:18;xkom;PlayStation Ghost of Tsushima Director's Cut;PlayStation;Abonamenty i PrePaid do gier;Doładowania do gier;x-kom.pl/p/682015-gra-na-playstation-5-playstation-ghost-of-tsushima-directors-cut.html;199.0;319.0;319.0;-
2026-09-19 17:36:38;xkom;Apple Watch Ultra 3 Naturalny Tytan/Niebieska Opaska Alpine M 5G;Apple;Smart Ring;Opaski do smartwatchy;x-kom.pl/p/1362450-smartwatch-lte-apple-watch-ultra-3-naturalny-tytan-niebieska-opaska-alpine-m-5g.html;3199.0;3499.0;3499.0;-
2026-09-19 17:36:54;xkom;Razer BlackShark V3 Pro White;Razer;Wzmacniacze słuchawkowe;Zestawy słuchawkowe;x-kom.pl/p/1350602-sluchawki-bezprzewodowe-razer-blackshark-v3-pro-white.html;999.0;1049.0;1049.0;-
2026-09-19 17:37:40;xkom;EJEAS Interkom motocyklowy Q7;EJEAS;Wideorejestratory motocyklowe;Nawigacje motocyklowe;x-kom.pl/p/1261052-interkom-motocyklowy-ejeas-interkom-motocyklowy-q7.html;199.0;219.0;219.0;-
2026-09-19 17:37:58;xkom;Insta360 Flow 2 Pro (szary);Insta360;Akcesoria do gimbali;Gimbale;x-kom.pl/p/1310491-gimbal-insta360-flow-2-pro-szary.html;629.0;639.0;639.0;-
2026-09-19 17:38:02;xkom;"Blaupunkt 55MCG8000S 55"" MiniLED 4K Google TV";Blaupunkt;"Telewizory 98"" i większe";"Telewizory 32"" i mniejsze";x-kom.pl/p/1369142-telewizor-55-59-blaupunkt-55mcg8000s-55-miniled-4k-google-tv.html;1879.0;2099.0;2099.0;-
2026-09-19 17:38:09;xkom;HyperX OMEN 15 Core i5-14500HX/40GB/2TB/Win11 RTX5060 180Hz;HyperX;Laptopy biznesowe;Laptopy 2 w 1;x-kom.pl/p/1520020-laptop-15-16-hyperx-omen-15-core-i5-14500hx-40gb-2tb-win11-rtx5060-180hz.html;6799.0;6999.0;6999.0;-
